@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier,pubmed-id
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134379227'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134379227?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134379227&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134379227&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134379227,SCOPUS_ID:85134379227,2-s2.0-85134379227,When Choices Are Mistakes,Nielsen K.,American Economic Review,00028282,112,2237-2268,2022-07-01,July 2022,10.1257/aer.20201550,,3,"[{'@_fa': 'true', 'affilname': 'California Institute of Technology', 'affiliation-city': 'Pasadena', 'affiliation-country': 'United States'}]",Journal,re,Review,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134375559'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134375559?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134375559&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134375559&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134375559,SCOPUS_ID:85134375559,2-s2.0-85134375559,Belief Distortions and Macroeconomic Fluctuations,Bianchi F.,American Economic Review,00028282,112,2269-2315,2022-07-01,July 2022,10.1257/aer.20201713,,3,"[{'@_fa': 'true', 'affilname': 'National Bureau of Economic Research', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Duke University', 'affiliation-city': 'Durham', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Johns Hopkins University', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134373072'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134373072?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134373072&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134373072&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134373072,SCOPUS_ID:85134373072,2-s2.0-85134373072,"Productivity Shocks, Long- Term Contracts, and Earnings Dynamics",Balke N.,American Economic Review,00028282,112,2139-2177,2022-07-01,July 2022,10.1257/aer.20161622,,0,"[{'@_fa': 'true', 'affilname': 'The Kenneth C. Griffin Department of Economics', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134368948'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134368948?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134368948&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134368948&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134368948,SCOPUS_ID:85134368948,2-s2.0-85134368948,Monopsony in the US Labor Market,Yeh C.,American Economic Review,00028282,112,2099-2138,2022-07-01,July 2022,10.1257/aer.20200025,,1,"[{'@_fa': 'true', 'affilname': 'Federal Reserve Bank of Richmond', 'affiliation-city': 'Richmond', 'affiliation-country': 'United States'}]",Journal,re,Review,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134366436'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134366436?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134366436&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134366436&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134366436,SCOPUS_ID:85134366436,2-s2.0-85134366436,Monetary Policy with Opinionated Markets,Caballero R.J.,American Economic Review,00028282,112,2353-2392,2022-07-01,July 2022,10.1257/aer.20210271,,1,"[{'@_fa': 'true', 'affilname': 'MIT', 'affiliation-city': None, 'affiliation-country': None}, {'@_fa': 'true', 'affilname': 'NBER', 'affiliation-city': None, 'affiliation-country': None}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85133967215'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85133967215?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133967215&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133967215&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85133967215,SCOPUS_ID:85133967215,2-s2.0-85133967215,Digital Addiction,Allcott H.,American Economic Review,00028282,112,2424-2463,2022-07-01,July 2022,10.1257/aer.20210867,,2,"[{'@_fa': 'true', 'affilname': 'Microsoft Research', 'affiliation-city': 'Redmond', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'NBER', 'affiliation-city': None, 'affiliation-country': None}]",Journal,ar,Article,,22697,0,False,,,19447981,7,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132788312'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132788312?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132788312&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132788312&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132788312,SCOPUS_ID:85132788312,2-s2.0-85132788312,REPORT OF INDEPENDENT AUDITOR,,American Economic Review,00028282,112,2083-2098,2022-06-01,June 2022,10.1257/aer.112.6.2083,,0,,Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132579853'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132579853?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132579853&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132579853&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132579853,SCOPUS_ID:85132579853,2-s2.0-85132579853,"Offshore Profit Shifting and Aggregate Measurement: Balance of Payments, Foreign Investment, Productivity, and the Labor Share",Guvenen F.,American Economic Review,00028282,112,1848-1884,2022-06-01,June 2022,10.1257/aer.20190285,,0,"[{'@_fa': 'true', 'affilname': 'University of Minnesota Twin Cities', 'affiliation-city': 'Minneapolis', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132570854'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132570854?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132570854&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132570854&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132570854,SCOPUS_ID:85132570854,2-s2.0-85132570854,The Welfare Effects of Peer Entry: The Case of Airbnb and the Accommodation Industry,Farronato C.,American Economic Review,00028282,112,1782-1817,2022-06-01,June 2022,10.1257/aer.20180260,,3,"[{'@_fa': 'true', 'affilname': 'Harvard University', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132349637'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132349637?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132349637&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132349637&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132349637,SCOPUS_ID:85132349637,2-s2.0-85132349637,Migrants and Firms: Evidence from China,Imbert C.,American Economic Review,00028282,112,1885-1914,2022-06-01,June 2022,10.1257/aer.20191234,,2,"[{'@_fa': 'true', 'affilname': 'University of Warwick', 'affiliation-city': 'Coventry', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132238496'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132238496?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132238496&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132238496&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132238496,SCOPUS_ID:85132238496,2-s2.0-85132238496,Screening Inattentive Buyers,Mensch J.,American Economic Review,00028282,112,1949-1984,2022-06-01,June 2022,10.1257/aer.20201098,,0,"[{'@_fa': 'true', 'affilname': 'Hebrew University of Jerusalem', 'affiliation-city': 'Jerusalem', 'affiliation-country': 'Israel'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132236188'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132236188?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132236188&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132236188&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132236188,SCOPUS_ID:85132236188,2-s2.0-85132236188,Design-Based Research in Empirical Microeconomics<sup>†</sup>,Card D.,American Economic Review,00028282,112,1773-1781,2022-06-01,June 2022,10.1257/aer.112.6.1773,,3,"[{'@_fa': 'true', 'affilname': 'University of California, Berkeley', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}]",Journal,re,Review,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132225901'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132225901?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132225901&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132225901&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132225901,SCOPUS_ID:85132225901,2-s2.0-85132225901,Aggregating Distributional Treatment Effects: A Bayesian Hierarchical Analysis of the Microcredit Literature,Meager R.,American Economic Review,00028282,112,1818-1847,2022-06-01,June 2022,10.1257/aer.20181811,,1,"[{'@_fa': 'true', 'affilname': 'London School of Economics and Political Science', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132225443'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132225443?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132225443&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132225443&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132225443,SCOPUS_ID:85132225443,2-s2.0-85132225443,Concentration Thresholds for Horizontal Mergers,Nocke V.,American Economic Review,00028282,112,1915-1948,2022-06-01,June 2022,10.1257/aer.20201038,,0,"[{'@_fa': 'true', 'affilname': 'University of Surrey', 'affiliation-city': 'Guildford', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Universität Mannheim', 'affiliation-city': 'Mannheim', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132222195'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132222195?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132222195&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132222195&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132222195,SCOPUS_ID:85132222195,2-s2.0-85132222195,Spreading Gangs: Exporting US Criminal Capital to El Salvador,Sviatschi M.M.,American Economic Review,00028282,112,1985-2024,2022-06-01,June 2022,10.1257/aer.20201540,,1,"[{'@_fa': 'true', 'affilname': 'Princeton University', 'affiliation-city': 'Princeton', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132214965'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132214965?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132214965&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132214965&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132214965,SCOPUS_ID:85132214965,2-s2.0-85132214965,Efficient Matching in the School Choice Problem,Reny P.J.,American Economic Review,00028282,112,2025-2043,2022-06-01,June 2022,10.1257/aer.20210240,,0,"[{'@_fa': 'true', 'affilname': 'The University of Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85128183657'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85128183657?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128183657&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128183657&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85128183657,SCOPUS_ID:85128183657,2-s2.0-85128183657,Bargaining with Mechanisms,Pȩski M.,American Economic Review,00028282,112,2044-2082,2022-06-01,June 2022,10.1257/aer.20210626,,1,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,22697,0,False,,,19447981,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130503294'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130503294?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130503294&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130503294&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130503294,SCOPUS_ID:85130503294,2-s2.0-85130503294,How Do National Firms Respond to Local Cost Shocks?,Butters R.A.,American Economic Review,00028282,112,1737-1772,2022-05-01,May 2022,10.1257/aer.20201524,,1,"[{'@_fa': 'true', 'affilname': 'Kelley School of Business', 'affiliation-city': 'Bloomington', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,5,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130498265'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130498265?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130498265&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130498265&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130498265,SCOPUS_ID:85130498265,2-s2.0-85130498265,Multidimensional Auctions of Contracts: An Empirical Analysis,Kong Y.,American Economic Review,00028282,112,1703-1736,2022-05-01,May 2022,10.1257/aer.20200864,,1,"[{'@_fa': 'true', 'affilname': 'Rice University', 'affiliation-city': 'Houston', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,,,19447981,5,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130483773'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130483773?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130483773&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130483773&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130483773,SCOPUS_ID:85130483773,2-s2.0-85130483773,Signaling and Employer Learning with Instruments,Aryal G.,American Economic Review,00028282,112,1669-1702,2022-05-01,May 2022,10.1257/aer.20200146,,1,"[{'@_fa': 'true', 'affilname': 'University of Virginia', 'affiliation-city': 'Charlottesville', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,5,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130482753'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130482753?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130482753&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130482753&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130482753,SCOPUS_ID:85130482753,2-s2.0-85130482753,Bargaining over Contingent Contracts under Incomplete Information,de Clippel G.,American Economic Review,00028282,112,1522-1554,2022-05-01,May 2022,10.1257/aer.20201026,,0,"[{'@_fa': 'true', 'affilname': 'Brown University', 'affiliation-city': 'Providence', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22697,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",19447981,5,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142770725'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142770725?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142770725&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142770725&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85142770725,SCOPUS_ID:85142770725,2-s2.0-85142770725,"Erratum to: On the Existence of Pure and Mixed Strategy Nash Equilibria in Discontinuous Games (Econometrica, (1999), 67, 5, (1029-1056), 10.1111/1468-0262.00069)",Ewerhart C.,Econometrica,00129682,90,1-2,2022-11-01,November 2022,10.3982/ECTA20900,,0,"[{'@_fa': 'true', 'affilname': 'Universität Zürich', 'affiliation-city': 'Zurich', 'affiliation-country': 'Switzerland'}]",Journal,er,Erratum,,19482,0,False,,,14680262,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142398346'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142398346?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142398346&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142398346&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85142398346,SCOPUS_ID:85142398346,2-s2.0-85142398346,Uneven Growth: Automation's Impact on Income and Wealth Inequality,Moll B.,Econometrica,00129682,90,2645-2683,2022-11-01,November 2022,10.3982/ECTA19417,,1,"[{'@_fa': 'true', 'affilname': 'London School of Economics and Political Science', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,19482,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",14680262,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142397849'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142397849?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142397849&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142397849&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85142397849,SCOPUS_ID:85142397849,2-s2.0-85142397849,Empirical Strategies in Economics: Illuminating the Path From Cause to Effect,Angrist J.D.,Econometrica,00129682,90,2509-2539,2022-11-01,November 2022,10.3982/ECTA20640,,0,"[{'@_fa': 'true', 'affilname': 'Massachusetts Institute of Technology', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'National Bureau of Economic Research', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Journal,ar,Article,,19482,0,False,,,14680262,6,
